Wavelength	Intensity	Element	Ion
281.701	4000	Al	II
263.848	3000	Al	II
263.904	2500	Al	II
266.995	2500	Al	II
263.948	2000	Al	II
247.6	1500	Al	II
252.725	1000	Al	II
256.039	1000	Al	II
263.896	1000	Al	II
271.04	1000	Al	II
286.934	1000	Al	II
466.436	1000	Al	II
308.941	800	Al	II
559.485	800	Al	II
304.216	750	Al	II
307.558	750	Al	II
209.493	700	Al	II
219.329	500	Al	II
246.055	500	Al	II
255.288	500	Al	II
255.847	500	Al	II
263.751	500	Al	II
263.941	500	Al	II
265.086	500	Al	II
268.407	500	Al	II
268.954	500	Al	II
270.826	500	Al	II
272.391	500	Al	II
276.166	500	Al	II
276.328	500	Al	II
280.2	500	Al	II
288.229	500	Al	II
299.902	500	Al	II
302.764	500	Al	II
458.71	500	Al	II
254.637	450	Al	II
255.098	450	Al	II
264.12	450	Al	II
299.64	400	Al	II
458.948	400	Al	II
464.991	400	Al	II
466.811	400	Al	II
232.491	350	Al	II
262.838	350	Al	II
272.069	350	Al	II
209.546	300	Al	II
219.614	300	Al	II
219.619	300	Al	II
224.374	300	Al	II
232.621	300	Al	II
232.721	300	Al	II
245.878	300	Al	II
247.707	300	Al	II
253.339	300	Al	II
255.756	300	Al	II
259.777	300	Al	II
270.724	300	Al	II
459.103	300	Al	II
263.581	250	Al	II
207.467	200	Al	II
209.581	200	Al	II
245.592	200	Al	II
302.496	200	Al	II
358.758	200	Al	II
444.905	200	Al	II
459.096	200	Al	II
600.807	200	Al	II
201.67	150	Al	II
201.689	150	Al	II
209.541	150	Al	II
254.094	150	Al	II
255.008	150	Al	II
256.646	150	Al	II
258.76	150	Al	II
274.974	150	Al	II
280.634	150	Al	II
282.148	125	Al	II
201.702	100	Al	II
209.577	100	Al	II
231.448	100	Al	II
239.449	100	Al	II
245.417	100	Al	II
245.793	100	Al	II
254.147	100	Al	II
263.233	100	Al	II
358.809	100	Al	II
390.178	100	Al	II
528.521	100	Al	II
561.485	100	Al	II
585.524	100	Al	II
624.509	100	Al	II
704.4	100	Al	II
835.661	100	Al	II
864.308	100	Al	II
747.347	90	Al	II
201.684	80	Al	II
210.038	80	Al	II
327.671	80	Al	II
331.43	80	Al	II
586.315	80	Al	II
597.363	80	Al	II
683.903	80	Al	II
313.676	75	Al	II
623.347	75	Al	II
201.652	70	Al	II
219.493	70	Al	II
358.847	70	Al	II
600.342	60	Al	II
618.339	60	Al	II
201.699	50	Al	II
228.583	50	Al	II
239.281	50	Al	II
242.848	50	Al	II
253.285	50	Al	II
255.677	50	Al	II
270.657	50	Al	II
299.515	50	Al	II
335.242	50	Al	II
358.794	50	Al	II
358.837	50	Al	II
365.604	50	Al	II
373.908	50	Al	II
422.8	50	Al	II
422.868	50	Al	II
422.919	50	Al	II
586.944	50	Al	II
607.488	50	Al	II
618.328	50	Al	II
622.79	50	Al	II
682.536	50	Al	II
705.855	50	Al	II
745.147	50	Al	II
836.179	50	Al	II
836.577	50	Al	II
252.134	45	Al	II
253.393	45	Al	II
267.26	45	Al	II
202.273	40	Al	II
331.584	40	Al	II
365.211	40	Al	II
399.697	40	Al	II
600.354	40	Al	II
607.011	40	Al	II
365.602	35	Al	II
208.753	30	Al	II
234.824	30	Al	II
245.333	30	Al	II
300.267	30	Al	II
342.988	30	Al	II
358.833	30	Al	II
365.214	30	Al	II
370.427	30	Al	II
399.727	30	Al	II
463.706	30	Al	II
528.731	30	Al	II
606.28	30	Al	II
633.745	30	Al	II
309.361	26	Al	I
396.264	26	Al	I
239.142	25	Al	II
247.376	25	Al	II
358.796	25	Al	II
607.021	25	Al	II
308.305	24	Al	I
394.512	24	Al	I
219.488	20	Al	II
251.39	20	Al	II
309.374	20	Al	I
373.497	20	Al	II
399.75	20	Al	II
402.76	20	Al	II
763.743	20	Al	II
782.587	20	Al	II
208.214	15	Al	II
239.201	15	Al	II
262.371	15	Al	II
302.367	15	Al	II
358.773	15	Al	II
531.755	15	Al	II
606.8	15	Al	II
812.195	15	Al	II
305.803	14	Al	I
877.63	14	Al	I
305.096	13	Al	I
669.786	13	Al	I
877.528	13	Al	I
537.333	12	Al	II
537.333	12	Al	II
783.829	12	Al	I
670.052	11	Al	I
783.747	11	Al	I
228.617	10	Al	II
232.615	10	Al	II
232.716	10	Al	II
236.618	10	Al	II
237.003	10	Al	I
239.296	10	Al	II
249.864	10	Al	II
256.875	10	Al	I
257.586	10	Al	I
265.327	10	Al	I
266.118	10	Al	I
288.495	10	Al	II
331.656	10	Al	II
358.822	10	Al	II
365.022	10	Al	II
373.301	10	Al	II
399.72	10	Al	II
422.861	10	Al	II
424.19	10	Al	II
449.113	10	Al	II
464.862	10	Al	II
489.989	10	Al	II
490.414	10	Al	II
531.38	10	Al	II
555.861	10	Al	I
606.812	10	Al	II
681.857	10	Al	II
691.984	10	Al	II
706.559	10	Al	II
762.995	10	Al	II
781.798	10	Al	II
867.366	10	Al	II
884.37	10	Al	I
450.892	850	As	II
449.549	800	As	II
419.126	715	As	II
445.972	715	As	II
446.76	715	As	II
454.476	715	As	II
296.044	615	As	II
419.858	615	As	II
424.418	615	As	II
442.835	615	As	II
443.281	615	As	II
454.101	615	As	II
460.372	615	As	II
431.687	500	As	II
432.508	500	As	II
433.786	500	As	II
435.337	500	As	II
447.572	500	As	II
510.897	500	As	II
533.271	500	As	II
617.198	500	As	II
435.409	425	As	II
523.284	425	As	II
555.963	425	As	II
565.289	425	As	II
611.176	425	As	II
437.24	375	As	II
228.883	350	As	I
235.056	350	As	I
260.278	340	As	II
384.369	340	As	II
446.233	340	As	II
463.108	340	As	II
470.89	340	As	II
473.199	340	As	II
488.992	340	As	II
510.7	340	As	II
549.925	340	As	II
799.273	340	As	II
283.119	300	As	II
283.2	300	As	II
288.525	300	As	II
300.47	300	As	II
311.742	300	As	II
651.354	300	As	II
709.423	300	As	II
710.468	300	As	II
817.676	300	As	II
962.934	290	As	I
992.577	290	As	I
200.399	230	As	I
960.058	230	As	I
983.646	230	As	I
930.316	200	As	I
245.727	170	As	I
278.104	170	As	I
991.843	170	As	I
990.326	140	As	I
216.62	135	As	I
238.191	135	As	I
545.284	135	As	I
882.415	135	As	I
926.982	135	As	I
200.984	100	As	I
201.397	100	As	I
211.366	100	As	I
214.476	100	As	I
237.149	100	As	I
286.128	100	As	I
507.039	100	As	I
512.277	100	As	I
514.306	100	As	I
540.963	100	As	I
843.123	100	As	I
856.706	100	As	I
865.652	100	As	I
887.21	100	As	I
988.876	100	As	I
289.956	50	As	I
249.366	40	As	I
274.581	40	As	I
234.475	35	As	I
455.531	9300	Ba	II
493.545	6900	Ba	II
233.598	4310	Ba	II
230.496	3370	Ba	II
553.702	1830	Ba	I
648.47	1770	Ba	I
614.341	1510	Ba	II
728.23	1280	Ba	I
650.056	1060	Ba	I
413.181	910	Ba	II
634.343	900	Ba	I
649.869	900	Ba	II
652.911	890	Ba	I
611.247	880	Ba	I
350.211	860	Ba	I
606.479	840	Ba	I
706.189	770	Ba	I
577.922	740	Ba	I
659.715	740	Ba	I
597.335	700	Ba	I
856.235	700	Ba	I
599.875	620	Ba	I
582.789	610	Ba	I
602.114	610	Ba	I
458.092	580	Ba	I
645.263	580	Ba	I
767.42	560	Ba	I
399.453	530	Ba	I
428.43	530	Ba	I
712.229	530	Ba	I
234.831	510	Ba	II
937.269	510	Ba	I
389.288	500	Ba	II
667.711	462	Ba	I
669.569	454	Ba	I
393.683	423	Ba	I
580.729	419	Ba	I
225.548	415	Ba	II
263.557	381	Ba	II
443.314	374	Ba	I
472.776	371	Ba	I
585.53	331	Ba	II
452.444	327	Ba	I
413.359	309	Ba	I
469.293	306	Ba	I
778.262	299	Ba	I
552.058	280	Ba	I
440.378	273	Ba	I
490.129	273	Ba	II
391.102	272	Ba	I
435.155	271	Ba	I
749.014	253	Ba	I
252.917	249	Ba	II
449.024	234	Ba	I
457.513	230	Ba	I
450.719	209	Ba	I
580.183	203	Ba	I
542.606	199	Ba	I
452.62	188	Ba	II
961.153	184	Ba	I
224.638	173	Ba	II
223.348	170	Ba	II
307.248	168	Ba	I
389.043	165	Ba	I
791.351	160	Ba	I
790.792	150	Ba	I
739.444	143	Ba	I
449.49	137	Ba	I
467.493	133	Ba	I
259.741	120	Ba	I
364.143	114	Ba	I
553.741	112	Ba	I
460.101	108	Ba	I
416.718	103	Ba	II
278.61	95	Ba	I
590.927	94	Ba	I
945.857	89	Ba	I
358.069	87	Ba	I
983.287	83	Ba	I
389.376	82	Ba	I
470.174	80	Ba	I
516.131	80	Ba	I
891.746	80	Ba	I
270.343	78	Ba	I
277.217	77	Ba	II
215.461	74	Ba	II
354.567	74	Ba	I
821.25	70	Ba	I
228.669	68	Ba	II
487.901	66	Ba	I
264.805	64	Ba	II
462.963	63	Ba	I
490.422	63	Ba	I
686.758	62	Ba	I
399.678	61	Ba	I
432.422	61	Ba	I
393.898	59	Ba	I
363.168	57	Ba	I
922.224	56	Ba	I
386.298	53	Ba	I
719.721	53	Ba	I
352.598	47	Ba	I
221.545	45	Ba	II
408.602	43	Ba	I
886.345	43	Ba	I
426.562	42	Ba	I
264.216	41	Ba	II
568.175	41	Ba	I
462.121	40	Ba	I
274.005	39	Ba	I
433.413	39	Ba	I
959.193	36	Ba	I
422.515	34	Ba	I
379.588	33	Ba	I
220.157	30	Ba	II
446.835	30	Ba	I
741.958	30	Ba	I
440.807	29	Ba	I
746.172	29	Ba	I
459.311	28	Ba	I
460.627	28	Ba	I
429.236	26	Ba	I
316.652	25	Ba	I
424.075	25	Ba	I
494.869	25	Ba	I
723.079	25	Ba	I
470.041	24	Ba	I
871.316	24	Ba	II
764.49	23	Ba	I
459.104	22	Ba	I
761.257	22	Ba	I
394.671	21	Ba	I
568.157	21	Ba	I
342.129	19	Ba	I
363.788	19	Ba	I
505.637	19	Ba	I
357.863	18	Ba	I
432.632	18	Ba	I
874.015	18	Ba	II
931.053	18	Ba	I
932.695	18	Ba	I
223.607	17	Ba	II
424.38	17	Ba	I
360.043	16	Ba	I
328.272	15	Ba	I
418.053	14	Ba	I
582.042	14	Ba	I
763.888	14	Ba	I
337.794	13	Ba	I
366.358	13	Ba	I
368.942	13	Ba	I
408.211	13	Ba	I
441.49	13	Ba	I
865.646	13	Ba	I
205.341	12	Ba	II
359.423	12	Ba	I
919.191	12	Ba	I
358.912	11	Ba	I
361.199	11	Ba	I
971.638	11	Ba	I
313.861	10	Ba	I
315.658	10	Ba	I
358.753	10	Ba	I
495.848	10	Ba	II
283.754	1000	C	II
426.846	1000	C	II
426.846	1000	C	II
723.841	1000	C	II
247.931	800	C	I
283.843	800	C	II
299.349	800	C	II
392.18	800	C	II
426.82	800	C	II
657.987	800	C	II
723.331	800	C	II
940.831	800	C	I
392.009	570	C	II
514.659	570	C	II
589.14	570	C	II
658.47	570	C	II
833.744	520	C	I
909.733	450	C	I
515.252	400	C	II
251.282	350	C	II
274.209	350	C	II
387.729	350	C	II
387.751	350	C	II
387.776	350	C	II
407.7	350	C	II
513.437	350	C	II
513.471	350	C	II
514.492	350	C	II
566.404	350	C	II
589.322	350	C	II
712.186	350	C	II
538.184	300	C	I
601.489	300	C	I
911.43	300	C	I
966.109	300	C	I
250.988	250	C	II
257.56	250	C	II
274.73	250	C	II
407.567	250	C	II
564.964	250	C	II
600.769	250	C	I
601.651	250	C	I
678.577	250	C	II
711.514	250	C	I
711.715	250	C	I
711.759	250	C	II
906.392	250	C	I
909.1	250	C	I
962.344	250	C	I
477.308	200	C	I
493.343	200	C	I
505.358	200	C	I
600.279	200	C	I
658.943	200	C	I
711.895	200	C	I
786.305	200	C	I
806.084	200	C	I
906.496	200	C	I
908.077	200	C	I
601.234	150	C	I
960.566	150	C	I
600.884	110	C	I
393.477	230	Ca	II
396.959	220	Ca	II
318.025	180	Ca	II
373.796	180	Ca	II
315.978	170	Ca	II
370.708	170	Ca	II
854.444	170	Ca	II
866.452	160	Ca	II
318.22	150	Ca	II
850.035	130	Ca	II
825.107	110	Ca	II
892.981	110	Ca	II
921.643	110	Ca	II
932.321	110	Ca	II
960.187	110	Ca	II
989.334	110	Ca	II
820.397	100	Ca	II
891.452	100	Ca	II
932.212	100	Ca	II
957.059	100	Ca	II
931.456	90	Ca	II
993.411	90	Ca	II
502.137	80	Ca	II
645.865	80	Ca	II
760.339	80	Ca	II
960.445	80	Ca	II
985.744	80	Ca	II
500.288	70	Ca	II
530.87	70	Ca	II
813.529	70	Ca	II
825.7	70	Ca	II
411.098	60	Ca	II
528.674	60	Ca	II
758.32	60	Ca	II
784.554	60	Ca	II
409.826	50	Ca	II
422.126	50	Ca	II
422.792	50	Ca	I
534.068	50	Ca	II
369.516	40	Ca	II
420.736	40	Ca	II
472.235	40	Ca	II
480.131	40	Ca	II
502.254	40	Ca	II
782.293	40	Ca	II
644.085	35	Ca	I
646.436	34	Ca	I
715.012	33	Ca	I
732.817	33	Ca	I
649.557	32	Ca	I
720.418	31	Ca	I
368.475	30	Ca	II
375.946	30	Ca	II
411.144	30	Ca	II
445.603	30	Ca	I
471.806	30	Ca	II
585.907	30	Ca	I
616.388	30	Ca	I
645.159	30	Ca	I
671.954	30	Ca	I
757.79	30	Ca	II
612.391	29	Ca	I
647.345	29	Ca	I
445.714	28	Ca	I
617.127	28	Ca	I
650.145	28	Ca	I
535.096	27	Ca	I
559.031	27	Ca	I
610.441	27	Ca	I
443.621	26	Ca	I
559.602	26	Ca	I
617.077	26	Ca	I
430.374	25	Ca	I
442.668	25	Ca	I
443.694	25	Ca	I
487.949	25	Ca	I
519.03	25	Ca	I
527.174	25	Ca	I
558.352	25	Ca	I
560.004	25	Ca	I
941.955	25	Ca	I
428.422	24	Ca	I
458.716	24	Ca	I
458.725	24	Ca	I
526.703	24	Ca	I
559.167	24	Ca	I
560.285	24	Ca	I
560.441	24	Ca	I
616.815	24	Ca	I
430.895	23	Ca	I
452.821	23	Ca	I
458.268	23	Ca	I
458.275	23	Ca	I
504.303	23	Ca	I
526.37	23	Ca	I
551.451	23	Ca	I
657.46	23	Ca	I
429.057	22	Ca	I
430.02	22	Ca	I
431.986	22	Ca	I
457.983	22	Ca	I
526.317	22	Ca	I
526.571	22	Ca	I
616.3	22	Ca	I
616.547	22	Ca	I
645.738	22	Ca	I
331.746	20	Ca	II
346.286	20	Ca	II
364.545	20	Ca	I
375.674	20	Ca	II
435.63	20	Ca	I
445.786	20	Ca	I
447.329	20	Ca	II
449.044	20	Ca	II
468.658	20	Ca	I
760.441	20	Ca	II
801.97	20	Ca	II
802.271	20	Ca	II
397.483	18	Ca	I
363.179	17	Ca	I
395.817	17	Ca	I
910.16	16	Ca	I
362.514	15	Ca	I
395.002	15	Ca	I
409.969	15	Ca	I
409.973	15	Ca	I
424.165	15	Ca	I
891.163	15	Ca	I
363.201	14	Ca	I
364.581	14	Ca	I
825.894	14	Ca	I
967.895	14	Ca	I
969.133	14	Ca	I
348.86	13	Ca	I
910.812	13	Ca	I
970.46	13	Ca	I
336.289	12	Ca	I
387.688	12	Ca	I
387.69	12	Ca	I
834.141	12	Ca	I
884.504	12	Ca	I
896.993	12	Ca	I
911.132	12	Ca	I
966.63	12	Ca	I
335.117	11	Ca	I
347.575	11	Ca	I
387.364	11	Ca	I
387.366	11	Ca	I
835.947	11	Ca	I
955.1	11	Ca	I
300.774	10	Ca	I
312.609	10	Ca	II
330.897	10	Ca	II
334.547	10	Ca	I
334.8	10	Ca	II
345.365	10	Ca	II
348.661	10	Ca	II
349.616	10	Ca	II
369.541	10	Ca	II
374.044	10	Ca	II
448.049	10	Ca	II
592.436	10	Ca	II
592.533	10	Ca	II
834.033	10	Ca	I
835.469	10	Ca	I
863.632	10	Ca	I
917.366	10	Ca	I
945.939	10	Ca	I
953.75	10	Ca	I
960.691	10	Ca	I
966.706	10	Ca	I
837.824	99900	Cl	I
479.589	99000	Cl	II
542.474	99000	Cl	II
489.814	81000	Cl	II
858.833	75000	Cl	I
521.939	56000	Cl	II
490.615	47000	Cl	II
481.14	29000	Cl	II
491.91	26000	Cl	II
507.968	26000	Cl	II
386.192	25000	Cl	II
522.281	23000	Cl	II
822.4	20000	Cl	I
857.76	20000	Cl	I
544.488	19000	Cl	II
821.43	18000	Cl	I
833.56	18000	Cl	I
482.082	16000	Cl	II
539.362	15000	Cl	II
843.057	15000	Cl	I
478.266	13000	Cl	II
754.915	11000	Cl	I
385.208	10000	Cl	II
413.367	10000	Cl	II
499.687	10000	Cl	II
542.502	10000	Cl	II
544.572	10000	Cl	II
774.71	10000	Cl	I
385.246	7900	Cl	II
725.862	7500	Cl	I
912.365	7500	Cl	I
771.971	7000	Cl	I
545.854	5600	Cl	II
437.416	5000	Cl	II
741.615	5000	Cl	I
383.444	4500	Cl	II
386.208	4400	Cl	II
476.998	4300	Cl	II
929.141	4000	Cl	I
384.674	3900	Cl	II
868.865	3500	Cl	I
945.469	3500	Cl	I
959.485	3500	Cl	I
384.646	3100	Cl	II
788.039	3000	Cl	I
792.682	3000	Cl	I
808.889	3000	Cl	I
822.271	3000	Cl	I
895.052	3000	Cl	I
919.425	3000	Cl	I
800.005	2900	Cl	I
382.868	2800	Cl	II
335.431	2500	Cl	II
819.667	2500	Cl	I
904.791	2500	Cl	I
767.453	2300	Cl	I
790.148	2300	Cl	I
777.13	2200	Cl	I
782.351	2200	Cl	I
801.781	2200	Cl	I
808.778	2200	Cl	I
820.138	2200	Cl	I
820.246	2200	Cl	I
846.967	2200	Cl	I
855.279	2200	Cl	I
891.537	2200	Cl	I
793.607	2100	Cl	I
904.146	2000	Cl	I
907.566	2000	Cl	I
331.638	1900	Cl	II
380.626	1900	Cl	II
609.638	1900	Cl	II
791.726	1800	Cl	I
382.128	1700	Cl	II
783.29	1700	Cl	I
793.719	1700	Cl	I
808.673	1700	Cl	I
379.984	1500	Cl	II
384.689	1500	Cl	II
391.498	1500	Cl	II
449.117	1500	Cl	II
797.691	1500	Cl	I
939.644	1500	Cl	I
309.309	1400	Cl	II
666.351	1400	Cl	II
307.221	1300	Cl	II
381.054	1300	Cl	II
668.787	1300	Cl	II
797.916	1300	Cl	I
808.995	1300	Cl	I
268.884	1200	Cl	II
312.463	1200	Cl	II
333.006	1200	Cl	II
375.103	1200	Cl	II
385.274	1200	Cl	II
671.526	1200	Cl	II
391.774	1100	Cl	II
802.554	1100	Cl	I
386.246	1000	Cl	II
836.301	1000	Cl	II
907.215	1000	Cl	I
958.743	1000	Cl	I
970.51	1000	Cl	I
265.951	950	Cl	II
299.752	950	Cl	II
305.885	950	Cl	II
820.604	800	Cl	I
267.775	750	Cl	II
858.038	750	Cl	I
749.418	700	Cl	I
777.323	650	Cl	I
795.471	650	Cl	I
708.877	600	Cl	I
798.28	600	Cl	I
836.414	560	Cl	II
746.443	550	Cl	I
749.153	550	Cl	I
255.065	500	Cl	II
300.694	500	Cl	II
920.012	500	Cl	I
948.957	500	Cl	I
250.349	470	Cl	II
256.561	460	Cl	II
203.277	450	Cl	II
770.495	450	Cl	I
863.091	450	Cl	I
291.29	410	Cl	II
805.328	400	Cl	I
840.851	400	Cl	I
987.868	400	Cl	I
243.481	360	Cl	II
208.925	350	Cl	II
209.212	350	Cl	II
249.928	340	Cl	II
260.409	320	Cl	II
693.482	300	Cl	I
698.381	300	Cl	I
864.408	300	Cl	I
254.772	260	Cl	II
809.69	250	Cl	I
963.515	250	Cl	I
974.71	250	Cl	I
789.551	220	Cl	I
614.194	200	Cl	I
980.975	200	Cl	I
838.497	180	Cl	II
242.853	170	Cl	II
611.612	160	Cl	I
619.647	160	Cl	I
640.043	160	Cl	I
643.661	150	Cl	I
653.323	150	Cl	I
668.027	150	Cl	I
684.218	150	Cl	I
436.45	100	Cl	I
437.073	100	Cl	I
438.113	100	Cl	I
439.098	100	Cl	I
443.974	100	Cl	I
452.746	100	Cl	I
595.023	100	Cl	I
839.433	100	Cl	II
439.163	90	Cl	I
440.427	90	Cl	I
447.656	90	Cl	I
460.227	80	Cl	I
466.251	80	Cl	I
421.086	65	Cl	I
426.578	60	Cl	I
422.761	50	Cl	I
465.534	50	Cl	I
579.791	50	Cl	I
602.148	50	Cl	I
469.284	45	Cl	I
474.206	45	Cl	I
580.152	45	Cl	I
462.523	40	Cl	I
472.258	40	Cl	I
553.37	40	Cl	I
608.429	35	Cl	I
510.121	30	Cl	I
585.836	30	Cl	I
372.76	20	Cl	I
394.594	20	Cl	I
410.595	20	Cl	I
425.555	20000	Cr	I
427.6	16000	Cr	I
429.093	10000	Cr	I
248.402	10000	Fe	I
386.1	10000	Fe	I
372.099	8000	Fe	I
344.159	6000	Fe	I
373.819	6000	Fe	I
374.663	6000	Fe	I
373.593	5000	Fe	I
248.889	4000	Fe	I
252.361	4000	Fe	I
271.983	4000	Fe	I
358.221	4000	Fe	I
388.738	4000	Fe	I
404.696	4000	Fe	I
249.139	3000	Fe	I
278.892	3000	Fe	I
374.933	3000	Fe	I
375.055	3000	Fe	I
438.478	3000	Fe	I
281.412	2500	Fe	I
344.198	2500	Fe	I
349.157	2500	Fe	I
382.151	2500	Fe	I
382.553	2500	Fe	I
385.747	2500	Fe	I
516.893	2500	Fe	I
249.191	2000	Fe	I
252.82	2000	Fe	I
260.018	2000	Fe	II
347.645	2000	Fe	I
387.967	2000	Fe	I
393.141	2000	Fe	I
245.834	1500	Fe	I
246.339	1500	Fe	I
258.531	1500	Fe	I
272.171	1500	Fe	I
280.781	1500	Fe	I
283.327	1500	Fe	I
296.776	1500	Fe	I
302.152	1500	Fe	I
360.989	1500	Fe	I
361.98	1500	Fe	I
364.888	1500	Fe	I
368.096	1500	Fe	I
372.362	1500	Fe	I
375.93	1500	Fe	I
376.486	1500	Fe	I
381.692	1500	Fe	I
382.697	1500	Fe	I
406.474	1500	Fe	I
432.698	1500	Fe	I
495.898	1500	Fe	I
248.053	1200	Fe	I
275.095	1200	Fe	I
293.776	1200	Fe	I
297.4	1200	Fe	I
346.685	1200	Fe	I
357.112	1200	Fe	I
363.25	1200	Fe	I
370.662	1200	Fe	I
373.438	1200	Fe	I
374.696	1200	Fe	I
382.891	1200	Fe	I
390.081	1200	Fe	I
392.402	1200	Fe	I
392.903	1200	Fe	I
407.289	1200	Fe	I
427.296	1200	Fe	I
428.361	1200	Fe	I
430.911	1200	Fe	I
440.599	1200	Fe	I
527.1	1200	Fe	I
238.277	1000	Fe	II
239.635	1000	Fe	II
247.364	1000	Fe	I
248.493	1000	Fe	I
249.05	1000	Fe	I
250.189	1000	Fe	I
251.159	1000	Fe	I
273.439	1000	Fe	I
284.481	1000	Fe	I
294.874	1000	Fe	I
298.444	1000	Fe	I
299.53	1000	Fe	I
305.997	1000	Fe	I
344.486	1000	Fe	I
356.64	1000	Fe	I
383.531	1000	Fe	I
522.86	1000	Fe	I
240.561	800	Fe	II
246.589	800	Fe	I
247.308	800	Fe	I
248.712	800	Fe	I
251.886	800	Fe	I
252.99	800	Fe	I
254.674	800	Fe	I
260.761	800	Fe	I
274.322	800	Fe	I
275.654	800	Fe	II
285.263	800	Fe	I
297.097	800	Fe	I
300.182	800	Fe	I
303.827	800	Fe	I
304.849	800	Fe	I
319.422	800	Fe	I
357.127	800	Fe	I
384.214	800	Fe	I
389.676	800	Fe	I
414.504	800	Fe	I
426.167	800	Fe	I
437.716	800	Fe	I
527.182	800	Fe	I
532.952	800	Fe	I
258.665	650	Fe	II
259.915	650	Fe	II
260.787	650	Fe	II
229.888	600	Fe	I
234.421	600	Fe	II
246.962	600	Fe	I
247.556	600	Fe	I
249.729	600	Fe	I
254.173	600	Fe	I
255.038	600	Fe	I
261.265	600	Fe	II
267.986	600	Fe	I
277.904	600	Fe	I
282.639	600	Fe	I
295.48	600	Fe	I
298.232	600	Fe	I
302.195	600	Fe	I
305.833	600	Fe	I
322.671	600	Fe	I
371.03	600	Fe	I
376.826	600	Fe	I
381.405	600	Fe	I
392.137	600	Fe	I
442.854	600	Fe	I
249.401	500	Fe	II
250.865	500	Fe	I
252.505	500	Fe	I
268.555	500	Fe	II
273.629	500	Fe	I
273.812	500	Fe	I
275.029	500	Fe	II
297.41	500	Fe	I
300.039	500	Fe	I
300.902	500	Fe	I
302.137	500	Fe	I
302.491	500	Fe	I
302.672	500	Fe	I
319.415	500	Fe	I
340.844	500	Fe	I
342.81	500	Fe	I
347.77	500	Fe	I
349.884	500	Fe	I
360.771	500	Fe	I
368.851	500	Fe	I
372.868	500	Fe	I
384.153	500	Fe	I
492.188	500	Fe	I
517.304	500	Fe	I
534.251	500	Fe	I
251.312	400	Fe	I
253.637	400	Fe	I
256.33	400	Fe	II
262.431	400	Fe	I
269.001	400	Fe	I
270.738	400	Fe	I
272.439	400	Fe	I
274.036	400	Fe	II
280.535	400	Fe	I
335.619	400	Fe	I
352.705	400	Fe	I
355.594	400	Fe	I
355.953	400	Fe	I
358.801	400	Fe	I
374.443	400	Fe	I
376.112	400	Fe	I
376.661	400	Fe	I
379.608	400	Fe	I
380.063	400	Fe	I
390.405	400	Fe	I
400.637	400	Fe	I
413.322	400	Fe	I
421.737	400	Fe	I
446.29	400	Fe	I
537.298	400	Fe	I
261.46	320	Fe	II
261.84	320	Fe	II
217.88	300	Fe	I
226.021	300	Fe	I
229.323	300	Fe	I
230.085	300	Fe	I
233.352	300	Fe	II
237.435	300	Fe	I
238.936	300	Fe	II
239.997	300	Fe	II
241.125	300	Fe	II
248.428	300	Fe	I
251.842	300	Fe	I
252.705	300	Fe	II
254.286	300	Fe	I
257.746	300	Fe	I
260.035	300	Fe	I
260.729	300	Fe	II
263.659	300	Fe	I
266.76	300	Fe	I
274.729	300	Fe	II
277.289	300	Fe	I
282.411	300	Fe	I
322.297	300	Fe	I
323.716	300	Fe	I
352.227	300	Fe	I
354.21	300	Fe	I
358.634	300	Fe	I
370.897	300	Fe	I
388.961	300	Fe	I
420.321	300	Fe	I
425.198	300	Fe	I
441.636	300	Fe	I
533.001	300	Fe	I
539.863	300	Fe	I
218.717	250	Fe	I
219.252	250	Fe	I
234.902	250	Fe	II
240.739	250	Fe	II
244.461	250	Fe	I
253.031	250	Fe	II
254.468	250	Fe	I
261.88	250	Fe	I
263.183	250	Fe	II
263.21	250	Fe	II
271.924	250	Fe	I
274.306	250	Fe	I
275.714	250	Fe	I
276.834	250	Fe	I
295.823	250	Fe	I
299.538	250	Fe	I
306.814	250	Fe	I
319.258	250	Fe	I
341.411	250	Fe	I
351.482	250	Fe	I
354.309	250	Fe	I
361.119	250	Fe	I
365.055	250	Fe	I
378.703	250	Fe	I
378.896	250	Fe	I
379.117	250	Fe	I
379.959	250	Fe	I
387.36	250	Fe	I
387.912	250	Fe	I
390.759	250	Fe	I
395.78	250	Fe	I
423.713	250	Fe	I
427.236	250	Fe	I
430.044	250	Fe	I
489.286	250	Fe	I
523.44	250	Fe	I
540.728	250	Fe	I
543.12	250	Fe	I
229.85	200	Fe	I
232.107	200	Fe	I
233.873	200	Fe	II
234.883	200	Fe	II
235.984	200	Fe	II
236.555	200	Fe	II
239.07	200	Fe	I
241.18	200	Fe	II
247.391	200	Fe	I
252.442	200	Fe	I
252.615	200	Fe	II
253.145	200	Fe	I
253.755	200	Fe	I
253.756	200	Fe	II
254.142	200	Fe	II
256.425	200	Fe	II
262.645	200	Fe	II
264.479	200	Fe	I
269.991	200	Fe	I
271.246	200	Fe	I
272.883	200	Fe	I
274.401	200	Fe	II
274.488	200	Fe	I
279.86	200	Fe	I
283.895	200	Fe	I
284.447	200	Fe	I
300.816	200	Fe	I
319.785	200	Fe	I
321.494	200	Fe	I
321.533	200	Fe	I
330.729	200	Fe	I
344.614	200	Fe	I
353.757	200	Fe	I
355.789	200	Fe	I
358.713	200	Fe	I
360.648	200	Fe	I
362.25	200	Fe	I
364.143	200	Fe	I
365.251	200	Fe	I
